D0309 17:12:43.991279456   21026 ev_posix.cc:172]            Using polling engine: epollex
I0309 17:12:44.055973805   21028 subchannel_list.h:246]      [pick_first 0x91f190] subchannel list 0x91f610 index 0 of 1 (subchannel 0x921110): connectivity changed: state=TRANSIENT_FAILURE, shutting_down=0, pending_watcher=0x914ec0
I0309 17:12:44.056015347   21028 subchannel_list.h:333]      [pick_first 0x91f190] subchannel list 0x91f610 index 0 of 1 (subchannel 0x921110): canceling connectivity watch (connection attempt failed)
I0309 17:12:44.056066948   21028 ev_posix.cc:383]            (polling-api) pollset_set_del_pollset_set(0x91f340, 0x91f020)
I0309 17:12:44.056150351   21028 pick_first.cc:396]          Pick First 0x91f190 subchannel list 0x91f610 failed to connect to all subchannels
I0309 17:12:44.056196172   21028 child_policy_handler.cc:87] [child_policy_handler 0x91ecf0] started name re-resolving
I0309 17:12:44.056234643   21028 client_channel.cc:956]      chand=0x9184a0: started name re-resolving
D0309 17:12:44.056277304   21028 dns_resolver_ares.cc:434]   (c-ares resolver) resolver:0x91dfe0 In cooldown from last resolution (from 26 ms ago). Will resolve again in 29974 ms
I0309 17:12:44.056317116   21028 ref_counted.h:86]           Resolver:0x91dfe8 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/resolver/dns/c_ares/dns_resolver_ares.cc:439 ref 1 -> 2 next_resolution_timer_cooldown
I0309 17:12:44.056354367   21028 timer_generic.cc:344]       TIMER 0x91e0e8: SET 31229 now 1255 call 0x91e040[0x2b7c3019f2a8]
I0309 17:12:44.056408608   21028 timer_generic.cc:382]         .. add to shard 25 with queue_deadline_cap=2206 => is_first_timer=false
I0309 17:12:44.056550672   21028 client_channel.cc:941]      chand=0x9184a0: update: state=TRANSIENT_FAILURE status=(UNAVAILABLE: failed to connect to all addresses) picker=0x2b7c40000b20
I0309 17:12:44.056604314   21028 connectivity_state.cc:159]  ConnectivityStateTracker client_channel[0x918550]: CONNECTING -> TRANSIENT_FAILURE (helper, UNAVAILABLE: failed to connect to all addresses)
I0309 17:12:44.056684466   21028 client_channel.cc:3141]     chand=0x9184a0 lb_call=0x9229d0: LB pick failed: UNAVAILABLE: failed to connect to all addresses
D0309 17:12:44.056735558   21028 error.cc:508]               0x2b7c40000cc0 create [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc:165]
D0309 17:12:44.056777239   21028 error.cc:508]               0x2b7c40000d70 create [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:3151]
D0309 17:12:44.056815580   21028 error.cc:304]               0x2b7c40000cc0: 1 -> 2 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/error.cc:531]
D0309 17:12:44.056852591   21028 error.cc:352]               0x2b7c40000cc0: 2 -> 1 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:3152]
I0309 17:12:44.056889192   21028 client_channel.cc:3011]     chand=0x9184a0 lb_call=0x9229d0: removing from queued picks list
I0309 17:12:44.056925113   21028 ev_posix.cc:371]            (polling-api) pollset_set_del_pollset(0x916390, 0x913420)
I0309 17:12:44.056960294   21028 ev_epollex_linux.cc:1399]   PSS:0x916390: del pollset 0x913420
I0309 17:12:44.056999735   21028 ev_epollex_linux.cc:661]    PS:0x913420 (pollable:0x91dab0) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=0x7ffd689b84e0 (target:NULL) cpsc=0 (target:0)
I0309 17:12:44.057058477   21028 ref_counted.h:182]          LoadBalancingPolicy:0x91f198 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/lb_policy.h:410 unref 3 -> 2 QueuePicker
I0309 17:12:44.057106339   21028 subchannel_list.h:313]      [pick_first 0x91f190] subchannel list 0x91f610 index 0 of 1 (subchannel 0x921110): starting watch (from TRANSIENT_FAILURE)
I0309 17:12:44.057147290   21028 ref_counted.h:86]           SubchannelList:0x91f618 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/lb_policy/subchannel_list.h:322 ref 2 -> 3 Watcher
I0309 17:12:44.057194921   21028 ref_counted.h:86]           SubchannelWrapper:0x921118 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:506 ref 2 -> 3 WatcherWrapper
I0309 17:12:44.057246323   21028 ev_posix.cc:377]            (polling-api) pollset_set_add_pollset_set(0x91f340, 0x91f020)
I0309 17:12:44.057286004   21028 ev_epollex_linux.cc:1489]   PSS: merge (0x91f340, 0x91f020)
I0309 17:12:44.057335015   21028 dual_ref_counted.h:310]     Subchannel:0x920180 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/subchannel.cc:876 weak_ref 0 -> 1 (refs=1) connecting
I0309 17:12:44.057427138   21028 subchannel.cc:890]          subchannel 0x920180 {address=ipv4:12.8.10.78:5000, args=grpc.client_channel_factory=0x916bd0, grpc.default_authority=12.8.10.78:5000, grpc.internal.channel_credentials=0x9152b0, grpc.internal.security_connector=0x91f3a0, grpc.internal.subchannel_pool=0x916910, grpc.primary_user_agent=grpc-c++/1.45.0, grpc.resource_quota=0x9146d0, grpc.server_uri=dns:///12.8.10.78:5000}: Retry in 972 milliseconds
I0309 17:12:44.057474959   21028 timer_generic.cc:344]       TIMER 0x920520: SET 2229 now 1257 call 0x920560[0x2b7c30209230]
I0309 17:12:44.057526641   21028 timer_generic.cc:382]         .. add to shard 24 with queue_deadline_cap=2206 => is_first_timer=false
I0309 17:12:44.057571162   21028 work_serializer.cc:158]     WorkSerializer::DrainQueueOwned() 0x915220
I0309 17:12:44.057625064   21028 work_serializer.cc:78]      WorkSerializer::Run() 0x915220 Scheduling callback [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:572]
I0309 17:12:44.057665935   21028 work_serializer.cc:90]        Executing immediately
I0309 17:12:44.057707686   21028 ref_counted.h:182]          SubchannelWrapper:0x921118 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:570 unref 3 -> 2 WatcherWrapper
I0309 17:12:44.057745047   21028 work_serializer.cc:158]     WorkSerializer::DrainQueueOwned() 0x915220
I0309 17:12:44.057786968   21028 ref_counted.h:182]          SubchannelList:0x91f618 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/lb_policy/subchannel_list.h:144 unref 3 -> 2 Watcher dtor
D0309 17:12:44.057851490   21028 exec_ctx.cc:54]             closure 0x2b7c400009a8 finished
D0309 17:12:44.057892252   21028 exec_ctx.cc:34]             running closure 0x922a70: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:3035]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:3036]
I0309 17:12:44.057953053   21028 client_channel.cc:3044]     chand=0x9184a0 lb_call=0x9229d0: failed to pick subchannel: error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
D0309 17:12:44.057992704   21028 error.cc:304]               0x2b7c40000d70: 1 -> 2 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:3048]
I0309 17:12:44.058037336   21028 client_channel.cc:2655]     chand=0x9184a0 lb_call=0x9229d0: failing 1 pending batches: {"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
D0309 17:12:44.058077367   21028 error.cc:304]               0x2b7c40000d70: 2 -> 3 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2667]
I0309 17:12:44.058120438   21028 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x91c088: closure=0x91f8b0 error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]} reason=PendingBatchesFail
D0309 17:12:44.058162519   21028 error.cc:352]               0x2b7c40000d70: 3 -> 2 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0309 17:12:44.058199361   21028 exec_ctx.cc:54]             closure 0x922a70 finished
D0309 17:12:44.058234562   21028 exec_ctx.cc:34]             running closure 0x91f8b0: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2666]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:180]
D0309 17:12:44.058269893   21028 error.cc:304]               0x2b7c40000d70: 2 -> 3 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2640]
D0309 17:12:44.058311824   21028 error.cc:304]               0x2b7c40000d70: 3 -> 4 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:171]
D0309 17:12:44.058352435   21028 error.cc:304]               0x2b7c40000d70: 4 -> 5 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:175]
D0309 17:12:44.058400526   21028 error.cc:304]               0x2b7c40000d70: 5 -> 6 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:180]
D0309 17:12:44.058440368   21028 error.cc:304]               0x2b7c40000d70: 6 -> 7 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:183]
I0309 17:12:44.058481429   21028 call_combiner.cc:127]       ==> CallCombiner::Start() [0x91c088] closure=0x922660 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:169: failing recv_message_ready] error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
I0309 17:12:44.058525300   21028 call_combiner.cc:136]         size: 1 -> 2
I0309 17:12:44.058560851   21028 call_combiner.cc:150]         QUEUING
I0309 17:12:44.058600222   21028 call_combiner.cc:127]       ==> CallCombiner::Start() [0x91c088] closure=0x922c10 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:169: failing recv_trailing_metadata_ready] error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
I0309 17:12:44.058642663   21028 call_combiner.cc:136]         size: 2 -> 3
I0309 17:12:44.058677254   21028 call_combiner.cc:150]         QUEUING
I0309 17:12:44.058715286   21028 call_combiner.cc:127]       ==> CallCombiner::Start() [0x91c088] closure=0x91f8f8 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:169: failing on_complete] error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
I0309 17:12:44.058751637   21028 call_combiner.cc:136]         size: 3 -> 4
I0309 17:12:44.058785208   21028 call_combiner.cc:150]         QUEUING
I0309 17:12:44.058822379   21028 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x91c088: closure=0x922610 error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]} reason=failing recv_initial_metadata_ready
D0309 17:12:44.058862810   21028 error.cc:352]               0x2b7c40000d70: 7 -> 6 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:188]
D0309 17:12:44.058901331   21028 error.cc:352]               0x2b7c40000d70: 6 -> 5 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0309 17:12:44.058936322   21028 exec_ctx.cc:54]             closure 0x91f8b0 finished
D0309 17:12:44.058972103   21028 exec_ctx.cc:34]             running closure 0x922610: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:2013]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:180]
I0309 17:12:44.059014834   21028 retry_filter.cc:1391]       chand=0x921d50 calld=0x91d270 attempt=0x921ed0 batch_data=0x91f870: got recv_initial_metadata_ready, error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
I0309 17:12:44.059058596   21028 retry_filter.cc:1418]       chand=0x921d50 calld=0x91d270 attempt=0x921ed0: deferring recv_initial_metadata_ready (Trailers-Only)
D0309 17:12:44.059095187   21028 error.cc:304]               0x2b7c40000d70: 5 -> 6 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1425]
D0309 17:12:44.059131548   21028 error.cc:304]               0x2b7c40000d70: 6 -> 7 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1428]
I0309 17:12:44.059168919   21028 ref_counted.h:86]           CallAttempt:0x921ed8 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:360 ref 2 -> 3 CreateBatch
I0309 17:12:44.059207770   21028 retry_filter.cc:1298]       chand=0x921d50 calld=0x91d270 attempt=0x921ed0: creating batch 0x2b7c40001760
D0309 17:12:44.059248471   21028 transport.h:158]            CALL_STACK 0x91d1e0:0x91d1d0 REF Retry BatchData
I0309 17:12:44.059284092   21028 ref_counted.h:115]          stream_refcount:0x91d1e0 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 3 -> 4 Retry BatchData
I0309 17:12:44.059332444   21028 retry_filter.cc:865]        chand=0x921d50 calld=0x91d270 attempt=0x921ed0: adding batch (start cancellation batch on call attempt):  CANCEL:{"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
I0309 17:12:44.059386225   21028 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x91c088: closure=0x2b7c400017a0 error="OK" reason=start cancellation batch on call attempt
D0309 17:12:44.059430936   21028 error.cc:352]               0x2b7c40000d70: 7 -> 6 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0309 17:12:44.059468657   21028 exec_ctx.cc:54]             closure 0x922610 finished
D0309 17:12:44.059503769   21028 exec_ctx.cc:34]             running closure 0x2b7c400017a0: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:871]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:180]
D0309 17:12:44.059538660   21028 error.cc:304]               0x2b7c40000d70: 6 -> 7 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2813]
I0309 17:12:44.059575991   21028 client_channel.cc:2815]     chand=0x9184a0 lb_call=0x9229d0: recording cancel_error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
D0309 17:12:44.059613682   21028 error.cc:304]               0x2b7c40000d70: 7 -> 8 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2819]
D0309 17:12:44.059649333   21028 error.cc:352]               0x2b7c40000d70: 8 -> 7 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2648]
I0309 17:12:44.059687324   21028 client_channel.cc:2655]     chand=0x9184a0 lb_call=0x9229d0: failing 0 pending batches: {"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
D0309 17:12:44.059735295   21028 error.cc:304]               0x2b7c40000d70: 7 -> 8 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2822]
D0309 17:12:44.059774516   21028 error.cc:352]               0x2b7c40000d70: 8 -> 7 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:164]
D0309 17:12:44.059810618   21028 error.cc:304]               0x2b7c40000d70: 7 -> 8 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:183]
I0309 17:12:44.059856279   21028 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x91c088: closure=0x2b7c400017e8 error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]} reason=failing on_complete
D0309 17:12:44.059897900   21028 error.cc:352]               0x2b7c40000d70: 8 -> 7 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:188]
D0309 17:12:44.059935371   21028 exec_ctx.cc:54]             closure 0x2b7c400017a0 finished
D0309 17:12:44.059971152   21028 exec_ctx.cc:34]             running closure 0x2b7c400017e8: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:2050]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:180]
I0309 17:12:44.060020044   21028 retry_filter.cc:1927]       chand=0x921d50 calld=0x91d270 attempt=0x921ed0 batch_data=0x2b7c40001760: got on_complete for cancel_stream batch, error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}, batch= CANCEL:{"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
I0309 17:12:44.060062665   21028 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x91c088] [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1936: on_complete for internally generated cancel_stream op]
I0309 17:12:44.060097866   21028 call_combiner.cc:172]         size: 4 -> 3
I0309 17:12:44.060131767   21028 call_combiner.cc:179]         checking queue
I0309 17:12:44.060168948   21028 call_combiner.cc:201]         EXECUTING FROM QUEUE: closure=0x922660 error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
I0309 17:12:44.060207439   21028 ref_counted.h:165]          BatchData:0x2b7c40001768 unref 1 -> 0
I0309 17:12:44.060243950   21028 retry_filter.cc:1319]       chand=0x921d50 calld=0x91d270 attempt=0x921ed0: destroying batch 0x2b7c40001760
D0309 17:12:44.060278901   21028 transport.h:175]            CALL_STACK 0x91d1e0:0x91d1d0 UNREF Retry BatchData
I0309 17:12:44.060320602   21028 ref_counted.h:182]          stream_refcount:0x91d1e0 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:178 unref 4 -> 3 Retry BatchData
I0309 17:12:44.060357034   21028 ref_counted.h:182]          CallAttempt:0x921ed8 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1324 unref 3 -> 2 ~BatchData
D0309 17:12:44.060404415   21028 error.cc:352]               0x2b7c40000d70: 7 -> 6 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0309 17:12:44.060440466   21028 exec_ctx.cc:54]             closure 0x2b7c400017e8 finished
D0309 17:12:44.060480687   21028 exec_ctx.cc:34]             running closure 0x922660: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:2025]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.cc:109]
I0309 17:12:44.060519268   21028 retry_filter.cc:1491]       chand=0x921d50 calld=0x91d270 attempt=0x921ed0 batch_data=0x91f870: got recv_message_ready, error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
I0309 17:12:44.060559289   21028 retry_filter.cc:1517]       chand=0x921d50 calld=0x91d270 attempt=0x921ed0: deferring recv_message_ready (nullptr message and recv_trailing_metadata pending)
D0309 17:12:44.060596251   21028 error.cc:304]               0x2b7c40000d70: 6 -> 7 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1523]
D0309 17:12:44.060632792   21028 error.cc:304]               0x2b7c40000d70: 7 -> 8 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1526]
D0309 17:12:44.060668263   21028 error.cc:352]               0x2b7c40000d70: 8 -> 7 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:897]
I0309 17:12:44.060705144   21028 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x91c088] [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:163: no closures to schedule]
I0309 17:12:44.060740895   21028 call_combiner.cc:172]         size: 3 -> 2
I0309 17:12:44.060774906   21028 call_combiner.cc:179]         checking queue
I0309 17:12:44.060810917   21028 call_combiner.cc:201]         EXECUTING FROM QUEUE: closure=0x922c10 error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
D0309 17:12:44.060849168   21028 error.cc:352]               0x2b7c40000d70: 7 -> 6 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0309 17:12:44.060885319   21028 exec_ctx.cc:54]             closure 0x922660 finished
D0309 17:12:44.060920510   21028 exec_ctx.cc:34]             running closure 0x922c10: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2775]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.cc:109]
D0309 17:12:44.060967371   21028 closure.h:259]              running closure 0x9228c0: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:2040]: run [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2932]
I0309 17:12:44.061016223   21028 retry_filter.cc:1686]       chand=0x921d50 calld=0x91d270 attempt=0x921ed0 batch_data=0x91f870: got recv_trailing_metadata_ready, error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
D0309 17:12:44.061065084   21028 error.cc:304]               0x2b7c40000d70: 6 -> 7 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1710]
D0309 17:12:44.061136856   21028 error.cc:352]               0x2b7c40000d70: 7 -> 6 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1575]
I0309 17:12:44.061188468   21028 retry_filter.cc:1713]       chand=0x921d50 calld=0x91d270 attempt=0x921ed0: call finished, status=UNAVAILABLE server_pushback=N/A is_lb_drop=0 stream_network_state=N/A
I0309 17:12:44.061231179   21028 retry_filter.cc:2536]       chand=0x921d50 calld=0x91d270: committing retries
I0309 17:12:44.061269140   21028 retry_filter.cc:783]        chand=0x921d50 calld=0x91d270 attempt=0x921ed0: retry state no longer needed; moving LB call to parent and unreffing the call attempt
I0309 17:12:44.061308641   21028 ref_counted.h:182]          CallAttempt:0x921ed8 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:789 unref 2 -> 1 MaybeSwitchToFastPath
D0309 17:12:44.061345182   21028 error.cc:304]               0x2b7c40000d70: 6 -> 7 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1778]
D0309 17:12:44.061418574   21028 error.cc:304]               0x2b7c40000d70: 7 -> 8 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1669]
I0309 17:12:44.061465506   21028 retry_filter.cc:2518]       chand=0x921d50 calld=0x91d270: invoking recv_trailing_metadata_ready for pending batch at index 0
I0309 17:12:44.061522367   21028 retry_filter.cc:2518]       chand=0x921d50 calld=0x91d270: invoking recv_initial_metadata_ready for pending batch at index 0
