D0308 11:23:00.336059408   20911 ev_posix.cc:172]            Using polling engine: epollex
I0308 11:23:00.426398875   20911 frame_settings.cc:238]      0x1ea7870[cli] adding 4128768 for initial_window change
I0308 11:23:00.426458817   20911 frame_settings.cc:262]      CHTTP2:CLI:ipv4:12.8.10.78:5000: got setting INITIAL_WINDOW_SIZE = 4194303
I0308 11:23:00.426493478   20911 frame_settings.cc:262]      CHTTP2:CLI:ipv4:12.8.10.78:5000: got setting MAX_FRAME_SIZE = 4194303
I0308 11:23:00.426527339   20911 frame_settings.cc:262]      CHTTP2:CLI:ipv4:12.8.10.78:5000: got setting MAX_HEADER_LIST_SIZE = 8192
I0308 11:23:00.426560750   20911 frame_settings.cc:262]      CHTTP2:CLI:ipv4:12.8.10.78:5000: got setting GRPC_ALLOW_TRUE_BINARY_METADATA = 1
D0308 11:23:00.426607151   20911 flow_control.cc:117]        0x1ea9ae0[0][cli] | t updt recv | trw:              65535 -> 4194303, tlw:                       4194303, taw:                       4194303, srw:                              , slw:                              , saw:                              
I0308 11:23:00.426644523   20911 rdma_cm.cc:347]             RDMA_READ CALLED
D0308 11:23:00.426681374   20911 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x1ea55c0 curr=0 closure=0x1ea5828
I0308 11:23:00.426719745   20911 combiner.cc:276]            C:0x1ea71b0 finish old_state=3
D0308 11:23:00.426756416   20911 exec_ctx.cc:34]             running closure 0x1c6c138: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/client/chttp2_connector.cc:205]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/frame_settings.cc:155]
I0308 11:23:00.426795077   20911 ev_posix.cc:400]            (polling-api) pollset_set_del_fd(0x1c6b820, 13)
I0308 11:23:00.426828868   20911 ev_epollex_linux.cc:1377]   PSS:0x1c6b820: del fd 0x1ea5580
D0308 11:23:00.426865879   20911 ev_epollex_linux.cc:389]    FD 13 0x1ea5580 unref 2 3 -> 1 [pollset_set; /public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/ev_epollex_linux.cc:1383]
I0308 11:23:00.426903200   20911 ev_posix.cc:400]            (polling-api) pollset_set_del_fd(0x1c6b820, 12)
I0308 11:23:00.426936871   20911 ev_epollex_linux.cc:1377]   PSS:0x1c6b820: del fd 0x1c7aeb0
D0308 11:23:00.426972452   20911 ev_epollex_linux.cc:389]    FD 12 0x1c7aeb0 unref 2 3 -> 1 [pollset_set; /public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/ev_epollex_linux.cc:1383]
I0308 11:23:00.427016473   20911 timer_generic.cc:447]       TIMER 0x1c6c180: CANCEL pending=true
D0308 11:23:00.427061895   20911 exec_ctx.cc:54]             closure 0x1c6c138 finished
D0308 11:23:00.427098796   20911 exec_ctx.cc:34]             running closure 0x1c6c1c0: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/client/chttp2_connector.cc:211]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/timer_generic.cc:454]
D0308 11:23:00.427139777   20911 exec_ctx.cc:54]             closure 0x1c6c1c0 finished
D0308 11:23:00.427176128   20911 exec_ctx.cc:34]             running closure 0x1c6c670: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/subchannel.cc:653]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/client/chttp2_connector.cc:279]
I0308 11:23:00.427220899   20911 ref_counted.h:75]           SubchannelPoolInterface:0x1c62368 ref 8 -> 9
I0308 11:23:00.427341503   20911 ref_counted.h:75]           SubchannelPoolInterface:0x1c62368 ref 9 -> 10
I0308 11:23:00.427395574   20911 channel_stack.cc:110]       CHANNEL_STACK: init subchannel
I0308 11:23:00.427431735   20911 channel_stack.cc:112]       CHANNEL_STACK:   filter authority
I0308 11:23:00.427471587   20911 channel_stack.cc:112]       CHANNEL_STACK:   filter client-auth-filter
I0308 11:23:00.427504918   20911 channel_stack.cc:112]       CHANNEL_STACK:   filter message_size
I0308 11:23:00.427537169   20911 channel_stack.cc:112]       CHANNEL_STACK:   filter http-client
I0308 11:23:00.427575160   20911 channel_stack.cc:112]       CHANNEL_STACK:   filter message_decompress
I0308 11:23:00.427608611   20911 channel_stack.cc:112]       CHANNEL_STACK:   filter message_compress
I0308 11:23:00.427644702   20911 channel_stack.cc:112]       CHANNEL_STACK:   filter connected
I0308 11:23:00.427718004   20911 ref_counted.h:75]           auth_context_refcount:0x1ea7540 ref 3 -> 4
I0308 11:23:00.427770355   20911 ref_counted.h:75]           security_connector_refcount:0x1c6b888 ref 7 -> 8
I0308 11:23:00.427940540   20911 ref_counted.h:165]          SubchannelPoolInterface:0x1c62368 unref 10 -> 9
I0308 11:23:00.428000902   20911 ref_counted.h:75]           SubchannelPoolInterface:0x1c62368 ref 9 -> 10
I0308 11:23:00.428091625   20911 subchannel.cc:1003]         subchannel 0x1c6c500 {address=ipv4:12.8.10.78:5000, args=grpc.client_channel_factory=0x1c59400, grpc.default_authority=12.8.10.78:5000, grpc.internal.channel_credentials=0x1c64b50, grpc.internal.security_connector=0x1c6b880, grpc.internal.subchannel_pool=0x1c62360, grpc.primary_user_agent=grpc-c++/1.45.0, grpc.resource_quota=0x1c586e0, grpc.server_uri=dns:///12.8.10.78:5000}: new connected subchannel at 0x1ea61e0
I0308 11:23:00.428145236   20911 dual_ref_counted.h:310]     Subchannel:0x1c6c500 /public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/subchannel.cc:1012 weak_ref 1 -> 2 (refs=1) state_watcher
I0308 11:23:00.428327132   20911 chttp2_transport.cc:1847]   perform_transport_op[t=0x1ea7870]:  START_CONNECTIVITY_WATCH:watcher=0x1eab8c0:from=READY BIND_POLLSET_SET
I0308 11:23:00.428369823   20911 combiner.cc:132]            C:0x1ea71b0 grpc_combiner_execute c=0x1ea69a0 last=1
I0308 11:23:00.428440815   20911 ref_counted.h:165]          SubchannelPoolInterface:0x1c62368 unref 10 -> 9
I0308 11:23:00.428488626   20911 ref_counted.h:165]          SubchannelPoolInterface:0x1c62368 unref 9 -> 8
I0308 11:23:00.428528628   20911 dual_ref_counted.h:198]     Subchannel:0x1c6c500 /public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/subchannel.cc:958 weak_unref 2 -> 1 (refs=1) connecting
D0308 11:23:00.428565059   20911 exec_ctx.cc:54]             closure 0x1c6c670 finished
D0308 11:23:00.428598850   20911 exec_ctx.cc:34]             running closure 0x1ea5978: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/subchannel.cc:373]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/subchannel.cc:364]
I0308 11:23:00.428633081   20911 client_channel.cc:577]      chand=0x1c62130: connectivity change for subchannel wrapper 0x1c6d580 subchannel 0x1c6c500; hopping into work_serializer
I0308 11:23:00.428672712   20911 work_serializer.cc:78]      WorkSerializer::Run() 0x1c62760 Scheduling callback [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/client_channel.cc:589]
I0308 11:23:00.428709453   20911 work_serializer.cc:90]        Executing immediately
I0308 11:23:00.428745414   20911 client_channel.cc:612]      chand=0x1c62130: processing connectivity change in work serializer for subchannel wrapper 0x1c6d580 subchannel 0x1c6c500 watcher=0x1c62660
I0308 11:23:00.428794045   20911 subchannel_list.h:246]      [pick_first 0x1c6b600] subchannel list 0x1c6bad0 index 0 of 1 (subchannel 0x1c6d580): connectivity changed: state=READY, shutting_down=0, pending_watcher=0x1c62660
I0308 11:23:00.428831716   20911 pick_first.cc:475]          Pick First 0x1c6b600 selected subchannel 0x1c6d580
I0308 11:23:00.428869907   20911 ref_counted.h:75]           SubchannelWrapper:0x1c6d588 ref 2 -> 3
I0308 11:23:00.428916389   20911 client_channel.cc:941]      chand=0x1c62130: update: state=READY status=(OK) picker=0x1c7cfe0
I0308 11:23:00.428956410   20911 connectivity_state.cc:159]  ConnectivityStateTracker client_channel[0x1c621e0]: CONNECTING -> READY (helper, OK)
I0308 11:23:00.429007781   20911 ref_counted.h:75]           SubchannelWrapper:0x1c6d588 ref 3 -> 4
I0308 11:23:00.429092494   20911 client_channel.cc:3094]     chand=0x1c62130 lb_call=0x1c734a0: LB pick succeeded: subchannel=0x1c6d580
I0308 11:23:00.429144115   20911 ref_counted.h:75]           ConnectedSubchannel:0x1ea61e8 ref 1 -> 2
I0308 11:23:00.429194497   20911 client_channel.cc:3011]     chand=0x1c62130 lb_call=0x1c734a0: removing from queued picks list
I0308 11:23:00.429237738   20911 ev_posix.cc:371]            (polling-api) pollset_set_del_pollset(0x1c646a0, 0x1c5f8c0)
I0308 11:23:00.429271619   20911 ev_epollex_linux.cc:1398]   PSS:0x1c646a0: del pollset 0x1c5f8c0
I0308 11:23:00.429308080   20911 ev_epollex_linux.cc:660]    PS:0x1c5f8c0 (pollable:0x1c69f50) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=0x7fffb1616ae0 (target:NULL) cpsc=0 (target:0)
I0308 11:23:00.429354962   20911 ref_counted.h:165]          SubchannelWrapper:0x1c6d588 unref 4 -> 3
I0308 11:23:00.429408933   20911 work_serializer.cc:158]     WorkSerializer::DrainQueueOwned() 0x1c62760
D0308 11:23:00.429448854   20911 exec_ctx.cc:54]             closure 0x1ea5978 finished
D0308 11:23:00.429484625   20911 exec_ctx.cc:34]             running closure 0x1c73540: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/client_channel.cc:3035]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/client_channel.cc:3036]
D0308 11:23:00.429573858   20911 transport.h:158]            CALL_STACK 0x1eb3a10:0x1eb39a0 REF chttp2
I0308 11:23:00.429616889   20911 ref_counted.h:115]          stream_refcount:0x1eb3a10 /public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.h:161 ref 1 -> 2 chttp2
I0308 11:23:00.429683661   20911 ev_posix.cc:337]            (polling-api) pollset_add_fd(0x1c5f8c0, 13)
I0308 11:23:00.429733863   20911 ev_epollex_linux.cc:616]    add fd 0x1ea5580 (13) to pollable 0x1c69f50
I0308 11:23:00.429802915   20911 ev_posix.cc:337]            (polling-api) pollset_add_fd(0x1c5f8c0, 12)
I0308 11:23:00.429846276   20911 ev_epollex_linux.cc:616]    add fd 0x1c7aeb0 (12) to pollable 0x1c69f50
I0308 11:23:00.429901178   20911 client_channel.cc:2946]     chand=0x1c62130 lb_call=0x1c734a0: create subchannel_call=0x1eb39a0: error="OK"
I0308 11:23:00.429944589   20911 client_channel.cc:2697]     chand=0x1c62130 lb_call=0x1c734a0: starting 1 pending batches on subchannel_call=0x1eb39a0
I0308 11:23:00.429985440   20911 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x1c68548: closure=0x1c713e0 error="OK" reason=resuming pending batch from LB call
D0308 11:23:00.430024621   20911 exec_ctx.cc:54]             closure 0x1c73540 finished
D0308 11:23:00.430060452   20911 exec_ctx.cc:34]             running closure 0x1c713e0: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/client_channel.cc:2709]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/call_combiner.h:180]
I0308 11:23:00.430140825   20911 subchannel.cc:174]          OP[authority:0x1eb3a80]:  SEND_INITIAL_METADATA{:path: /mathtest.MathTest/sendRequest} SEND_MESSAGE:flags=0x00000000:len=4 SEND_TRAILING_METADATA{} RECV_INITIAL_METADATA RECV_MESSAGE RECV_TRAILING_METADATA
D0308 11:23:00.430304289   20911 transport.h:158]            CALL_STACK 0x1eb3a10:0x1eb39a0 REF finish_poll
I0308 11:23:00.430348021   20911 ref_counted.h:115]          stream_refcount:0x1eb3a10 /public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.h:161 ref 2 -> 3 finish_poll
I0308 11:23:00.430463624   20911 channel_stack.cc:248]       OP[client-auth-filter:0x1eb3a98]:  SEND_INITIAL_METADATA{:path: /mathtest.MathTest/sendRequest, :authority: 12.8.10.78:5000} SEND_MESSAGE:flags=0x00000000:len=4 SEND_TRAILING_METADATA{} RECV_INITIAL_METADATA RECV_MESSAGE RECV_TRAILING_METADATA
I0308 11:23:00.430523506   20911 ref_counted.h:75]           auth_context_refcount:0x1ea7540 ref 1 -> 2
D0308 11:23:00.430990599   20911 transport.h:158]            CALL_STACK 0x1eb3a10:0x1eb39a0 REF finish_poll
I0308 11:23:00.431040811   20911 ref_counted.h:115]          stream_refcount:0x1eb3a10 /public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.h:161 ref 3 -> 4 finish_poll
I0308 11:23:00.431114353   20911 channel_stack.cc:248]       OP[message_size:0x1eb3ab0]:  SEND_INITIAL_METADATA{:path: /mathtest.MathTest/sendRequest, :authority: 12.8.10.78:5000} SEND_MESSAGE:flags=0x00000000:len=4 SEND_TRAILING_METADATA{} RECV_INITIAL_METADATA RECV_MESSAGE RECV_TRAILING_METADATA
I0308 11:23:00.431197875   20911 channel_stack.cc:248]       OP[http-client:0x1eb3ac8]:  SEND_INITIAL_METADATA{:path: /mathtest.MathTest/sendRequest, :authority: 12.8.10.78:5000} SEND_MESSAGE:flags=0x00000000:len=4 SEND_TRAILING_METADATA{} RECV_INITIAL_METADATA RECV_MESSAGE RECV_TRAILING_METADATA
I0308 11:23:00.431964558   20911 channel_stack.cc:248]       OP[message_decompress:0x1eb3ae0]:  SEND_INITIAL_METADATA{:path: /mathtest.MathTest/sendRequest, :authority: 12.8.10.78:5000, :method: POST, :scheme: http, content-type: application/grpc, te: trailers, user-agent: grpc-c++/1.45.0 grpc-c/23.0.0 (linux; chttp2)} SEND_MESSAGE:flags=0x00000000:len=4 SEND_TRAILING_METADATA{} RECV_INITIAL_METADATA RECV_MESSAGE RECV_TRAILING_METADATA
I0308 11:23:00.432055771   20911 channel_stack.cc:248]       OP[message_compress:0x1eb3af8]:  SEND_INITIAL_METADATA{:path: /mathtest.MathTest/sendRequest, :authority: 12.8.10.78:5000, :method: POST, :scheme: http, content-type: application/grpc, te: trailers, user-agent: grpc-c++/1.45.0 grpc-c/23.0.0 (linux; chttp2)} SEND_MESSAGE:flags=0x00000000:len=4 SEND_TRAILING_METADATA{} RECV_INITIAL_METADATA RECV_MESSAGE RECV_TRAILING_METADATA
I0308 11:23:00.432309878   20911 channel_stack.cc:248]       OP[connected:0x1eb3b10]:  SEND_INITIAL_METADATA{:path: /mathtest.MathTest/sendRequest, :authority: 12.8.10.78:5000, :method: POST, :scheme: http, content-type: application/grpc, te: trailers, grpc-accept-encoding: identity, deflate, gzip, user-agent: grpc-c++/1.45.0 grpc-c/23.0.0 (linux; chttp2)} SEND_MESSAGE:flags=0x00000000:len=4 SEND_TRAILING_METADATA{} RECV_INITIAL_METADATA RECV_MESSAGE RECV_TRAILING_METADATA
I0308 11:23:00.432434722   20911 chttp2_transport.cc:1652]   perform_stream_op[s=0x1eb4b40; op=0x1c713c0]:  SEND_INITIAL_METADATA{:path: /mathtest.MathTest/sendRequest, :authority: 12.8.10.78:5000, :method: POST, :scheme: http, content-type: application/grpc, te: trailers, grpc-accept-encoding: identity, deflate, gzip, user-agent: grpc-c++/1.45.0 grpc-c/23.0.0 (linux; chttp2)} SEND_MESSAGE:flags=0x00000000:len=4 SEND_TRAILING_METADATA{} RECV_INITIAL_METADATA RECV_MESSAGE RECV_TRAILING_METADATA
D0308 11:23:00.432483283   20911 transport.h:158]            CALL_STACK 0x1eb3a10:0x1eb39a0 REF perform_stream_op
I0308 11:23:00.432520704   20911 ref_counted.h:115]          stream_refcount:0x1eb3a10 /public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.h:161 ref 4 -> 5 perform_stream_op
I0308 11:23:00.432555165   20911 combiner.cc:132]            C:0x1ea71b0 grpc_combiner_execute c=0x1c713e0 last=3
I0308 11:23:00.432592216   20911 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x1c68548] [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/connected_channel.cc:140: passed batch to transport]
I0308 11:23:00.432627317   20911 call_combiner.cc:172]         size: 1 -> 0
I0308 11:23:00.432659638   20911 call_combiner.cc:208]         queue empty
D0308 11:23:00.432692399   20911 transport.h:175]            CALL_STACK 0x1eb3a10:0x1eb39a0 UNREF finish_poll
D0308 11:23:00.432734640   20911 transport.h:175]            CALL_STACK 0x1eb3a10:0x1eb39a0 UNREF finish_poll
D0308 11:23:00.432768831   20911 exec_ctx.cc:54]             closure 0x1c713e0 finished
I0308 11:23:00.432804382   20911 combiner.cc:198]            C:0x1ea71b0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0308 11:23:00.432838203   20911 combiner.cc:220]            C:0x1ea71b0 maybe_finish_one n=0x1ea69a0
I0308 11:23:00.432871704   20911 ev_posix.cc:394]            (polling-api) pollset_set_add_fd(0x1c6b820, 13)
I0308 11:23:00.432904555   20911 ev_epollex_linux.cc:1353]   PSS:0x1c6b820: add fd 0x1ea5580 (13)
I0308 11:23:00.432940456   20911 ev_epollex_linux.cc:616]    add fd 0x1ea5580 (13) to pollable 0x1c5d170
D0308 11:23:00.432977097   20911 ev_epollex_linux.cc:352]    FD 13 0x1ea5580   ref 2 1 -> 3 [pollset_set; /public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/ev_epollex_linux.cc:1367]
I0308 11:23:00.433016899   20911 ev_posix.cc:394]            (polling-api) pollset_set_add_fd(0x1c6b820, 12)
I0308 11:23:00.433051010   20911 ev_epollex_linux.cc:1353]   PSS:0x1c6b820: add fd 0x1c7aeb0 (12)
I0308 11:23:00.433085881   20911 ev_epollex_linux.cc:616]    add fd 0x1c7aeb0 (12) to pollable 0x1c5d170
D0308 11:23:00.433123312   20911 ev_epollex_linux.cc:352]    FD 12 0x1c7aeb0   ref 2 1 -> 3 [pollset_set; /public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/ev_epollex_linux.cc:1367]
I0308 11:23:00.433166603   20911 connectivity_state.cc:122]  ConnectivityStateTracker client_transport[0x1ea7be8]: add watcher 0x1eab8c0
I0308 11:23:00.433247225   20911 combiner.cc:276]            C:0x1ea71b0 finish old_state=5
D0308 11:23:00.433288066   20911 exec_ctx.cc:34]             running closure 0x1ea68c0: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.cc:210]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:1839]
D0308 11:23:00.433324848   20911 exec_ctx.cc:54]             closure 0x1ea68c0 finished
I0308 11:23:00.433365189   20911 combiner.cc:198]            C:0x1ea71b0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0308 11:23:00.433409080   20911 combiner.cc:220]            C:0x1ea71b0 maybe_finish_one n=0x1c713e0
I0308 11:23:00.433514513   20911 chttp2_transport.cc:1402]   perform_stream_op_locked[s=0x1eb4b40; op=0x1c713c0]:  SEND_INITIAL_METADATA{:path: /mathtest.MathTest/sendRequest, :authority: 12.8.10.78:5000, :method: POST, :scheme: http, content-type: application/grpc, te: trailers, grpc-accept-encoding: identity, deflate, gzip, user-agent: grpc-c++/1.45.0 grpc-c/23.0.0 (linux; chttp2)} SEND_MESSAGE:flags=0x00000000:len=4 SEND_TRAILING_METADATA{} RECV_INITIAL_METADATA RECV_MESSAGE RECV_TRAILING_METADATA; on_complete = 0x1eb47d8
I0308 11:23:00.433572845   20911 chttp2_transport.cc:1382]   HTTP:0:HDR:CLI::path: /mathtest.MathTest/sendRequest
I0308 11:23:00.433613246   20911 chttp2_transport.cc:1382]   HTTP:0:HDR:CLI::authority: 12.8.10.78:5000
I0308 11:23:00.433650607   20911 chttp2_transport.cc:1382]   HTTP:0:HDR:CLI::method: POST
I0308 11:23:00.433686858   20911 chttp2_transport.cc:1382]   HTTP:0:HDR:CLI::scheme: http
I0308 11:23:00.433723969   20911 chttp2_transport.cc:1382]   HTTP:0:HDR:CLI:content-type: application/grpc
I0308 11:23:00.433760200   20911 chttp2_transport.cc:1382]   HTTP:0:HDR:CLI:te: trailers
I0308 11:23:00.433805962   20911 chttp2_transport.cc:1382]   HTTP:0:HDR:CLI:grpc-accept-encoding: identity, deflate, gzip
I0308 11:23:00.433851243   20911 chttp2_transport.cc:1382]   HTTP:0:HDR:CLI:user-agent: grpc-c++/1.45.0 grpc-c/23.0.0 (linux; chttp2)
I0308 11:23:00.433948426   20911 stream_lists.cc:125]        0x1ea7870[0][cli]: add to waiting_for_concurrency
I0308 11:23:00.433990597   20911 stream_lists.cc:71]         0x1ea7870[0][cli]: pop from waiting_for_concurrency
I0308 11:23:00.434026108   20911 chttp2_transport.cc:1166]   HTTP:CLI: Transport 0x1ea7870 allocating new grpc_chttp2_stream 0x1eb4b40 to id 1
I0308 11:23:00.434078520   20911 stream_lists.cc:125]        0x1ea7870[1][cli]: add to writable
D0308 11:23:00.434118641   20911 transport.h:158]            CALL_STACK 0x1eb3a10:0x1eb39a0 REF chttp2_writing:become
I0308 11:23:00.434158282   20911 ref_counted.h:115]          stream_refcount:0x1eb3a10 /public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.h:161 ref 3 -> 4 chttp2_writing:become
I0308 11:23:00.434193183   20911 chttp2_transport.cc:795]    W:0x1ea7870 CLIENT [ipv4:12.8.10.78:5000] state IDLE -> WRITING [START_NEW_STREAM]
I0308 11:23:00.434227214   20911 combiner.cc:319]            C:0x1ea71b0 grpc_combiner_execute_finally c=0x1ea7988; ac=0x1ea71b0
I0308 11:23:00.434288876   20911 chttp2_transport.cc:795]    W:0x1ea7870 CLIENT [ipv4:12.8.10.78:5000] state WRITING -> WRITING+MORE [SEND_MESSAGE]
D0308 11:23:00.434359058   20911 flow_control.cc:117]        0x1ea9ae0[1][cli] | app st recv | trw:                       4194303, tlw:                       4194303, taw:                       4194303, srw:                       4194303, slw:            4194303 -> 4194308, saw:                       4194303
I0308 11:23:00.434417540   20911 chttp2_transport.cc:1232]   complete_closure_step: t=0x1ea7870 0x1eb47d8 refs=3 flags=0x0001 desc=op->on_complete err="OK" write_state=WRITING+MORE
D0308 11:23:00.434457151   20911 transport.h:175]            CALL_STACK 0x1eb3a10:0x1eb39a0 UNREF perform_stream_op
I0308 11:23:00.434491502   20911 combiner.cc:276]            C:0x1ea71b0 finish old_state=5
I0308 11:23:00.434526353   20911 combiner.cc:198]            C:0x1ea71b0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=1
I0308 11:23:00.434560574   20911 combiner.cc:250]            C:0x1ea71b0 execute_final[0] c=0x1ea7988
I0308 11:23:00.434595485   20911 stream_lists.cc:71]         0x1ea7870[1][cli]: pop from writable
I0308 11:23:00.434654846   20911 writing.cc:405]             W:0x1ea7870 CLIENT[1] im-(sent,send)=(0,1) announce=5
I0308 11:23:00.434940545   20911 chttp2_transport.cc:1232]   complete_closure_step: t=0x1ea7870 0x1eb47d8 refs=2 flags=0x0001 desc=send_initial_metadata_finished err="OK" write_state=WRITING+MORE
D0308 11:23:00.435004287   20911 flow_control.cc:117]        0x1ea9ae0[1][cli] | s updt sent | trw:                       4194303, tlw:            4194303 -> 4194308, taw:                       4194303, srw:                       4194303, slw:                       4194308, saw:            4194303 -> 4194308
D0308 11:23:00.435078049   20911 flow_control.cc:117]        0x1ea9ae0[1][cli] |   data sent | trw:            4194303 -> 4194294, tlw:                       4194308, taw:                       4194303, srw:            4194303 -> 4194294, slw:                       4194308, saw:                       4194308
I0308 11:23:00.435133360   20911 chttp2_transport.cc:1232]   complete_closure_step: t=0x1ea7870 0x1eb47d8 refs=1 flags=0x0001 desc=send_trailing_metadata_finished err="OK" write_state=WRITING+MORE
I0308 11:23:00.435173472   20911 chttp2_transport.cc:1232]   complete_closure_step: t=0x1ea7870 0x1eb47d8 refs=0 flags=0x0001 desc=on_write_finished_cb err="OK" write_state=WRITING+MORE
I0308 11:23:00.435211403   20911 stream_lists.cc:125]        0x1ea7870[1][cli]: add to writing
D0308 11:23:00.435254614   20911 flow_control.cc:117]        0x1ea9ae0[0][cli] | t updt sent | trw:                       4194294, tlw:                       4194308, taw:            4194303 -> 4194308, srw:                              , slw:                              , saw:                              
I0308 11:23:00.435290965   20911 chttp2_transport.cc:795]    W:0x1ea7870 CLIENT [ipv4:12.8.10.78:5000] state WRITING+MORE -> WRITING [begin write in current thread]
I0308 11:23:00.435323966   20911 rdma_cm.cc:524]             RDMA_WRITE_CALLED
I0308 11:23:00.435358037   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 00 00 00 04 01 00 00 00 00 '.........'
I0308 11:23:00.435400658   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 00 00 d8 01 04 00 00 00 01 40 05 '.........@.'
I0308 11:23:00.435436889   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 3a 70 61 74 68 ':path'
I0308 11:23:00.435470710   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 1e '.'
I0308 11:23:00.435505001   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 2f 6d 61 74 68 74 65 73 74 2e 4d 61 74 68 54 65 73 74 2f 73 65 6e 64 52 65 71 75 65 73 74 '/mathtest.MathTest/sendRequest'
I0308 11:23:00.435538262   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 40 0a '@.'
I0308 11:23:00.435571253   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 3a 61 75 74 68 6f 72 69 74 79 ':authority'
I0308 11:23:00.435606284   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 0f 31 32 2e 38 2e 31 30 2e 37 38 3a 35 30 30 30 83 86 40 0c '.12.8.10.78:5000..@.'
I0308 11:23:00.435646145   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 63 6f 6e 74 65 6e 74 2d 74 79 70 65 'content-type'
I0308 11:23:00.435680876   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 10 '.'
I0308 11:23:00.435720028   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 61 70 70 6c 69 63 61 74 69 6f 6e 2f 67 72 70 63 'application/grpc'
I0308 11:23:00.435753589   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 40 02 '@.'
I0308 11:23:00.435786569   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 74 65 'te'
I0308 11:23:00.435819000   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 08 '.'
I0308 11:23:00.435853051   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 74 72 61 69 6c 65 72 73 'trailers'
I0308 11:23:00.435886292   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 40 14 '@.'
